from,to,year,relationship
witzmann,uni_salzburg,,2
witzmann,uni_sanpablo,,4
wolf,daad,2018,14
wolf,diaz,,17
wolf,funke,2013,10
wolf,funke,2014,10
wolf,funke,2014,8
wolf,funke,2015,8
wolf,funke,2016,8
wolf,hdm,2016,7
wolf,hdm,2017,7
wolf,hdm,2018,7
wolf,hdm,2016,2
wolf,hdm,2017,2
wolf,hdm,2018,2
wolf,hdm,2019,2
wolf,hdm,2020,2
wolf,imperialcollege,2021,4
wolf,jost,,17
wolf,journalistenschule_ruhr,2014,8
wolf,journalistenschule_ruhr,2015,8
wolf,journalistenschule_ruhr,2016,8
wolf,malessa,,17
wolf,nagel,,17
wolf,ohhh,2016,9
wolf,ohhh,2017,9
wolf,ohhh,2018,9
wolf,ohhh,2019,9
wolf,ohhh,2020,9
wolf,ohhh,2021,9
wolf,serviceplan,2019,7
wolf,tiktok,2021,9
wolf,tiktok,2022,9
wolf,uni_goldsmiths,2020,3
wolf,uni_goldsmiths,2021,3
wolf,uni_singapur,2018,4
wolf,uni_singapur,2019,4
wolff,fischerappelt,,9
wolff,fu_berlin,,20
wolff,uni_mannheim,,20
wolter,bdkom,2018,13
wolter,bdkom,2019,13
wolter,bdkom,2020,13
wolter,boxxport,2021,12
wolter,boxxport,2022,12
wolter,bundesverband_startups,2016,9
wolter,bundesverband_startups,2017,9
wolter,bundesverband_startups,2019,9
wolter,bundesverband_startups,2020,9
wolter,bundesverband_startups,2021,9
wolter,gemeindebund,2012,7
wolter,jusos,2014,13
wolter,jusos,2015,13
wolter,jusos,2016,13
wolter,jusos,2017,13
wolter,jusos,2018,13
wolter,raisin,2022,9
wolter,reed_exhibit,2013,7
wolter,serviceplan,2015,7
wolter,startupverband,2022,10
wolter,tu_ilmenau,2009,2
wolter,tu_ilmenau,2010,2
wolter,tu_ilmenau,2011,2
wolter,tu_ilmenau,2012,2
wolter,tu_ilmenau,2013,2
wolter,uni_bamberg,2013,3
wolter,uni_bamberg,2014,3
wolter,uni_bamberg,2015,3
wolter,uni_bamberg,2016,3
wolter,viafintech,2015,7
wolter,viafintech,2016,7
zehfuss,carta,,12
zerfass,akademische_gesellschaft,,12
zerfass,uni_leipzig,,15
zerfass,uni_nuernberg,,5
zerfass,uni_nuernberg,,20
zerweck,porsche,,9
zerweck,vwa,,20
